Multilingual,lg family,family code ,Language (group),alternate lg (group),language code,Language (based on native name),dialect code,ISO 3 Letter country code,OfficialVillageName,MajorCity,PopulationNumber,village (RB),village (DNAFLA),village (SIL),village (map),Transcribed Village Name,N Lat,W Lon,NFr,WFr,Nmn60,Wmn60,NMinFr,WMinFr,Ndg,Wdg,N Lat_2,W Lon_2,N SIL,W SIL,N Lat source,WLon source,N Lat map,WLon map,N Lat us,W Long us,sourceOfCoordinates,name of map,lg comment,industries,weekly market,surnames,social info,Image,ImageDescription,Audio,AudioTranscription,Video,VideoTranscription
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tiara,,,,,,Kiéra,cárá [VD],14.141,-4.087,0.823,0.441,8.0,5.0,08.823,05.441,14,04,14 08.823,04 05.441,,,,,,,14 08.823,04 05.441,Dogon project,Mopti,,,,,village on plateau on highway near Sofara; surname Djibo,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tiedje-Kanda,,,,,,Tiédékanda,cèjè-kándá [VD],14.017,-3.692,0.04,0.892,1.0,41.0,01.040,41.892,14,03,14 01.040,03 41.892,,,,,,,14 01.040,03 41.892,Dogon project,Bandiagara,,,,,village on plains; surname Sodjo,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tiele-Issa (Tommi-Koro),,,,,,,cèlè-ìsá [VD],14.176,-4.103,0.962,0.311,10.0,6.0,10.962,06.311,14,04,14 10.962,04 06.311,,,,,,,14 10.962,04 06.311,Dogon project,Mopti (not shown),,,,,"village on plateau; surnames Arama, Tolofoudié, Yalcoué, Banou, Kassogué, Tessougué",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,"Tilabo, Tielabo",,,,,,Tilabo,"cìgàlàbô: [JH], cìɁìlà-bó [VD]",13.818,-3.821,0.182,0.526,49.0,49.0,49.182,49.526,13,03,13 49.182,03 49.526,,,,,13 49,03 50,13 49.182,03 49.526,Dogon project,Tougan,,,,,village; surname So-Kanda,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tilapanga,,,,,,Tyilapanga,cìlà-pàɁⁿá [VD],13.887,-3.824,0.419,0.811,53.0,49.0,53.419,49.811,13,03,13 53.419,03.49.811,,,,,,,13 53.419,03.49.811,Dogon project,Tougan,also some Fulbe,,,,village; surname Sogo,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Timissa,,,,,,Timissa,"sìmìtâ: [JH], símítá [VD]",13.82,-4.204,0.356,0.448,49.0,12.0,49.356,12.448,13,04,13 49.356,04 12.448,,,,,13 49,04 12.5,13 49.356,04 12.448,Dogon project,San,,,,,"village; surname Garango [garaŋgo], Samakan, Arama, Touléma",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Timissagou,,,,,,Ténémoussagou,tìmì-sàgú [VD],13.906,-4.087,0.63,0.37,54.0,5.0,54.630,05.370,13,04,13 54.630,04 05.370,,,,,,,13 54.630,04 05.370,Dogon project,San,,,,,"village: surnames Arama, Samakan, Touléma, Garango",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tinemassagou,,,,,,Ténémoussagou,nɛ̀mɛ̀-dùgû:,13.916,-4.083,,,55.0,5.0,55,05,13,04,13 55,04 05,,,,,13 55,04 05,,,map,San,some Fulbe in their own section (said to have predated the Dogon),,,,"village; surnames Sanafo, Koulibaly, Kalagodio, Boli (Fulbe)",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tiokani,,,,,,Tiokani,sɔ̀kà:nî:,14.121,-4.1,0.5,,7.0,6.0,07.5,06,14,04,14 07.5,04 06,,,,,14 07.5,04 06,,,map,Mopti,,,,,village; surname Dibo,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tissogou,,,,,,Tissogou,cì-sɔ́gú [VD],13.654,-3.818,0.42,0.183,39.0,49.0,39.420,49.183,13,03,13 39.420,03 49.183,,,,,,,13 39.420,03 49.183,Dogon project,Tougan,,,"every fifth day, local",,"village: surnames Arama, Sokanda",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tji,,,,,,Tyi,"ci᷈: [JH], cì [VD]",13.938,-3.758,0.538,0.848,56.0,45.0,56.538,45.848,13,03,13 56.538,03 45.848,,,,,13 56,03 46.5,13 56.538,03 45.848,Dogon project,Tougan,,,,,village; surname Damango,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tori,,,,,,Tori,"tôw [JH], tò [VD]",13.609,-3.706,0.961,0.619,36.0,42.0,36.961,42.619,13,03,13 36.961,03 42.619,,,,,13 37,03 42.5,13 36.961,03 42.619,Dogon project,Tougan,,,,,"village; surnames Arama, Tessougué, Yossi, Kindé (Kende)",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Toumouni,,,,,,Toumouni,túmû:,14.071,-3.733,0.5,,4.0,44.0,04.5,44,14,03,14 04.5,03 44,,,,,14 04.5,03 44,,,map,Bandiagara,,,,,village; surname Arama,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Toussogou,,,,,,Toussogou,tù-sɔ́gú [VD],13.836,-3.669,0.318,0.253,50.0,40.0,50.318,40.253,13,03,13 50.318,03 40.253,,,,,,,13 50.318,03 40.253,Dogon project,Tougan,,,,,"village; surnames Tolofoudié, Somboro",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tyilapanga (Dogon),,,,,,Tyilapanga,"cìlà-pàŋâ:, cìlà-pàŋá dɔ̀gɔ̀mbô:",13.883,-3.833,,,53.0,50.0,53,50,13,03,13 53,03 50,,,,,13 53,03 50,,,map,Tougan,,,,,village; surname Sogo,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Tyissogou,,,,,,Tissogou,cì-sɔ̀gû:,13.655,-3.821,0.5,0.5,39.0,49.0,39.5,49.5,13,03,13 39.5,03 49.5,,,,,13 39.5,03 49.5,,,map,Tougan,,,,,,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Wandiana,,,,,,Wendiana,wàⁿ-jàná [VD],13.703,-3.654,0.328,0.417,42.0,39.0,42.328,39.417,13,03,13 42.328,03 39.417,,,,,,,13 42.328,03 39.417,Dogon project,Tougan,,,,,"village; surnames Togo, Guindo",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Wassou,,,,,,Wassou,wɛ̀sî:,14.066,-4.005,,0.5,4.0,,04,00.5,14,04,14 04,04 00.5,,,,,14 04,04 00.5,,,map,Mopti,,,,,village; surname Sinadou,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Windinkoro,,,,,,Wédikoro,wèⁿdèⁿ-kɔ́rɔ́ [VD],13.6,-3.704,0.039,0.42,36.0,42.0,36.039,42.420,13,03,13 36.039,03 42.420,,,,,,,13 36.039,03 42.420,Dogon project,Tougan,,,,,"village; surnames Arama, Yossi",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Wini,,,,,,Wini,wùnî:,13.971,-3.816,0.5,,58.0,49.0,58.5,49,13,03,13 58.5,03 49,,,,,13 58.5,03 49,,,map,Tougan,,,,,,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Wogo,,,,,,Wogo,"wɔ̀gɔ̂: [JH], wɔ̀gɔ́ [VD]",13.638,-3.821,0.5,0.5,38.0,49.0,38.5,49.5,13,03,13 38.5,03 49.5,,,,,13 38.5,03 49.5,,,map,Tougan,mixed Tomo-Kan and Marka,,,,,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yalema,,,,,,Yaléma,yàlɛ́:mâ:,13.716,-3.705,,0.5,43.0,42.0,43,42.5,13,03,13 43,03 42.5,,,,,13 43,03 42.5,,,map,Tougan,,,,,,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yarou-Bombo (lower Yarou),,,,,,,"yà:rù-bɔ̀mbɔ̂: [JH], yà:rù-bɔ́mbɔ́ [VD]",14.0,-4.09,0.067,0.762,,5.0,00.067,05.762,14,04,14 00.067,04 05.762,,,,,,,14 00.067,04 05.762,Dogon project,San (not shown),,,,,"village on lower plains, very close to Yarou-Plateau (Tomo-Kan speaking); surname Samakan",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yarou-Plateau (Bandiagara),,,,,,Yaro,"yà:rú-mɔ̀:-jùŋgwɛ̀rɛ̂: [JH], yà:rù [VD]",13.807,-4.088,0.719,0.532,48.0,5.0,48.719,05.532,13,04,13 48.719,04 05.532,,,,,13 59,04 05,13 48.719,04 05.532,Dogon project,San,,,,,"village on low elevation above plains (see also a Mossi village of same name); surnames Samakan, Tessougue",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,"Yeguere, Leguere",,,,,,Yéguéré,"yɛ̀gɛ̀rɛ̂: [JH], yὲɁὲrὲ [VD]",13.856,-3.791,0.619,0.803,51.0,47.0,51.619,47.803,13,03,13 51.619,03 47.803,,,,,13 51,03 48.5,13 51.619,03 47.803,Dogon project,Tougan,,,,,village; surname Doho,,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yele,,,,,,Yélé,"yèlê: [JH], yélé [VD]",13.737,-3.786,0.437,0.282,44.0,47.0,44.437,47.282,13,03,13 44.437,03 47.282,,,,,13 44.5,03 47,13 44.437,03 47.282,Dogon project,Tougan,,,,,"village; surnames Sogho, Boulé, Tongoro, Togo, Dio, Yebolo",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yolo,,,,,,Yolo,"yòlô: [JH], yòlò [VD]",13.902,-3.741,0.249,0.814,54.0,44.0,54.249,44.814,13,03,13 54.249,03 44.814,,,,,13 54.5,03 44.5,13 54.249,03 44.814,Dogon project,Tougan,,,,,"village (see also Yolosaha, cf. Yologon); surname Togo",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yologon,,,,,,,yòlògóⁿ [VD],13.784,-3.886,0.111,0.3,47.0,53.0,47.111,53.300,13,03,13 47.111,03 53.300,,,,,,,13 47.111,03 53.300,Dogon project,Tougan (not shown),,,,,"village, see also Yologon-Kogo; surnames Adjango, Bombo",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yologon-Kogo,,,,,,,yòlògóⁿ-kɔ̀Ɂɔ́ [VD],13.787,-3.905,0.406,0.549,47.0,54.0,47.406,54.549,13,03,13 47.406,03 54.549,,,,,,,13 47.406,03 54.549,Dogon project,Tougan (not shown),,,,,"village, see also Yologon; surname Tiessougué",,,,,,
,Dogon,,Tomo Kan,,dtm,Tomo Kan,,MLI,Yolosaha,,,,,,,yòlò-sàɁà [VD],13.905,-3.755,0.565,0.544,54.0,45.0,54.565,45.544,13,03,13 54.565,03 45.544,,,,,,,13 54.565,03 45.544,Dogon project,Tougan (not shown),,,,,"village on plateau, part of Yolo cluster; surname Togo",,,,,,
,Dogon,,Toro So,,dts,Aounu Ti (àwrⁿù-tǐ:ⁿ),,MLI,Anamoeila,,,,,,Anamoeila,àná-mòylà,,,,,,,,,,,,,,,,,,,,,,,,,,,"pair of Toro So speaking villages, see Anamouila-Pe and Anamouila-Kana [distinct from Anamouila-Kana and Anamouila-Pe (Togo Kan)]",,,,,,
,Dogon,,Toro So,,dts,Aounu Ti (àwrⁿù-tǐ:ⁿ),,MLI,Anamoeila-Kana (Toro So),,,,,,,"ànà-mòylà kàná (""... new"")",14.301,-3.201,0.188,0.184,18.0,12.0,18.188,12.184,14,03,14 18.188,03 12.184,,,,,,,14 18.188,03 12.184,Dogon project,Bandiagara,,,,,village on stable dune top in plains; surname Tagadiou; farming and herding,,,,,,
,Dogon,,Toro So,,dts,Aounu Ti (àwrⁿù-tǐ:ⁿ),,MLI,Anamoeila-Pe (Toro So),,,,,,,"ànà-mòylà pɛ̌:ⁿ (""... old"")",14.307,-3.19,0.742,0.716,18.0,11.0,18.742,11.716,14,03,14 18.742,03 11.716,,,,,,,14 18.742,03 11.716,Dogon project,Bandiagara,,,"Tuesday, local",,"village on stable dune top in plains; surnames Poudiougo (majority), Douyon, Tagadiou, Saye; Catholic church;  farming and herding",,,,,,
,Dogon,,Toro So,,dts,Aounu Ti (àwrⁿù-tǐ:ⁿ),,MLI,Diam-Ana,,,,,,,jâm ànà,14.316,-3.219,0.002,0.252,19.0,13.0,19.002,13.252,14,03,14 19.002,03 13.252,,,,,,,14 19.002,03 13.252,Dogon project,Bandiagara (not shown),,,,,village on stable dune top in plains; surname Poudiougo; farming and herding,,,,,,
,Dogon,,Toro So,,dts,Aounu Ti (àwrⁿù-tǐ:ⁿ),,MLI,Tanoa,,,,,,Tanoa,tánúwⁿá,14.317,-3.234,0.133,0.123,19.0,14.0,19.133,14.123,14,03,14 19.133,03 14.123,,,,,,,14 19.133,03 14.123,Dogon project,Bandiagara,,,,,village among dunes in plain; surname Poudiougo; Catholic church; farming and herding,,,,,,
,Dogon,,Toro So,,dts,Ibi So,,MLI,Ibi,,,,,,Ibi,ìbí,14.473,-3.255,0.705,0.571,28.0,15.0,28.705,15.571,14,03,14 28.705,03 15.571,,,,,14 29,03 16,14 28.705,03 15.571,Dogon project,Bandiagara,,,"every fifth day, local",,"village in large section at base of mountain ridge (school, campements); and in several smaller sections on lower slope of mountain above; surname Kodio; farming and herding; extensive gardens; people from Ibi were also early settlers in Madougou and still have a neighborhood there; old maps show older village on mountain",,,,,,
,Dogon,,Toro So,,dts,Idieli Kan [ìjèrù-kâⁿ],,MLI,Sakoun,,,,,,,sákùⁿ,14.209,-3.338,0.948,0.519,12.0,20.0,12.948,20.519,14,03,14 12.948,03 20.519,,,,,,,14 12.948,03 20.519,Dogon project,Bandiagara (not shown),,,,,"village in plains, originally settled from Idielli near Nombori on the cliffs; surname Wodiou [wɔ̀jú]; farming and herding",,,,,,
,Dogon,,Toro So,,dts,Ireli So,,MLI,Idieli,,,,,,(Idiéli-Douno above),íjélì,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,cluster of clifftop and cliffside villages near Nombori,,,,,,
,Dogon,,Toro So,,dts,Ireli So,,MLI,Ireli Dama,,,,,,Iréli,ireli dama,14.424,-3.307,0.805,0.775,25.0,18.0,25.805,18.775,14,03,14 25.805,03 18.775,,,,,,,14 25.805,03 18.775,Dogon project,Bandiagara,,,,,"village halfway up slope, with extension at base; surname Douyon; Tellem constructions",,,,,,
,Dogon,,Toro So,,dts,Ireli So,,MLI,Ireli Kanaw,,,,,,Iréli,ireli kanaw,14.434,-3.304,0.111,0.432,26.0,18.0,26.111,18.432,14,03,14 26.111,03 18.432,,,,,,,14 26.111,03 18.432,Dogon project,Bandiagara,,,,,village on lower slope; surname Douyon,,,,,,
,Dogon,,Toro So,,dts,Komokan So,,MLI,Komokani Na,,,,,,Komagna (Komokani above),kɔ̀mɔ̀kà:ⁿ ná:,14.356,-3.37,0.6,0.375,21.0,22.0,21.600,22.375,14,03,14 21.600,03 22.375,,,,,,,14 21.600,03 22.375,Dogon project,Bandiagara,,,,,village on lower slope and base of cliffs; surname Douyon; Tellem structures in niche in cliffs,,,,,,
,Dogon,,Toro So,,dts,Komokan So,,MLI,Komokani Na,,,,,,Komokani (above),kɔ̀mɔ̀kà:ⁿ nù:rⁿí,14.351,-3.374,0.142,0.77,21.0,22.0,21.142,22.770,14,03,14 21.142,03 22.770,,,,,,,14 21.142,03 22.770,Dogon project,Bandiagara,,,,,village on lower slope and base of cliff; surname Douyon; gardens,,,,,,
,Dogon,,Toro So,,dts,Nombori Kan [nɔ̀mùrⁿù kâⁿ],,MLI,Kerou-Gamana-Ma,,,,,,,kèrú-gàmárⁿà-má,14.269,-3.318,0.322,0.18,16.0,19.0,16.322,19.180,14,03,14 16.322,03 19.180,,,,,,,14 16.322,03 19.180,Dogon project,Bandiagara (not shown),,,,,"Toro So speaking village in Tomo Kan speaking zone, split off from Kourou-Sogourou; surname Guindo; Protestant church; farming and herding",,,,,,
,Dogon,,Toro So,,dts,Nombori Kan [nɔ̀mùrⁿù kâⁿ],,MLI,Kourou-Sogourou,,,,,,,kùrú-sɔ́gùrù,14.256,-3.305,0.6,0.571,15.0,18.0,15.600,18.571,14,03,14 15.600,03 18.571,,,,,,,14 15.600,03 18.571,Dogon project,Bandiagara (not shown),,,,,"Toro So speaking village in Tomo Kan speaking zone, settled from Nombori; surname Guindo; Protestant church; farming and herding",,,,,,
,Dogon,,Toro So,,dts,Pege So,,MLI,Pegue Naa,,,,,,Pégué,pɛ̀gɛ̀ ná:,14.437,-3.292,0.433,0.942,26.0,17.0,26.433,17.942,14,03,14 26.433,03 17.942,,,,,,,14 26.433,03 17.942,Dogon project,Bandiagara,,,,,village on lower slope; surname Saye,,,,,,
,Dogon,,Toro So,,dts,Pege So,,MLI,Pegue Torou,,,,,,Pégué,pɛ̀gɛ̀ tórú,14.441,-3.291,0.791,0.796,26.0,17.0,26.791,17.796,14,03,14 26.791,03 17.796,,,,,,,14 26.791,03 17.796,Dogon project,Bandiagara,,,,,"village on shelf halfway up cliff, some houses at base; surname Saye [say], Tellem constructions on cliff",,,,,,
,Dogon,,Toro So,,,Sangha So,,MLI,Bolomo,,,,,,Bolomo,bɔ̀lmɔ́,14.55,-3.305,,0.5,33.0,18.0,33,18.5,14,03,14 33,03 18.5,,,,,14 33,03 18.5,,,map,Bandiagara,,,,"Guindo, Dolo, Sangala","village on plateau, settled from Sangha (part of secteur of Ouroli)",,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha,,,,,,Sanga,,14.466,-3.316,,,28.0,19.0,28,19,14,03,14 28,03 19,,,,,14 28,03 19,,,map,Bandiagara,,,"every fifth day, regional",,"cluster of at least ten villages (or sections) on summit of mountain and adjacent high plateau; large ponds nearby; road to Bandiagara to the east, steep road going down to the plains to the west at Binani; considered the center of traditional Dogon culture, many hotels and artifact shops (dolls, wooden masks, miniature wooden doors); farming and herding; extensive gardening (onions)",,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Bongo,,,,,,Bongo,bɔ̀ŋgɔ́,14.468,-3.288,0.233,0.509,28.0,17.0,28.233,17.509,14,03,14 28.233,03 17.509,,,,,,,14 28.233,03 17.509,Dogon project,Bandiagara,,,,,section of Sangha; surname Dolo,,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Diamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown),,,,,"section in northern part of Sangha, next to Sangha-Diamini",,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Diamini,,,,,,Diamini,,14.471,-3.283,0.5,,28.0,17.0,28.5,17,14,03,14 28.5,03 17,,,,,14 28.5,03 17,,,,Bandiagara,,,,,"section in northern part of Sangha, adjacent to Sangha-Diamina",,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Diamoulou,,,,,,,jàmúlù,,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown),,,,,"section of Sangha, next to Sangha-Bongo; surname Dolo",,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Dini,,,,,,Dini,,14.467,-3.292,0.113,0.961,28.0,17.0,28.113,17.961,14,03,14 28.113,03 17.961,,,,,,,14 28.113,03 17.961,Dogon project,Bandiagara,,,,,section of Sangha,,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Engele,,,,,,,ɛŋɛlɛ,14.467,-3.306,0.116,0.671,28.0,18.0,28.116,18.671,14,03,14 28.116,03 18.671,,,,,,,14 28.116,03 18.671,Dogon project,Bandiagara (not shown),,,,,section in western edge of Sangha where road to Bandiagara begins,,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Gogoli,,,,,,Gogoli,,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,section of Sangha,,,,,,
,Dogon,,Toro So,,dts,Sangha So,,MLI,Sangha-Ogol,,,,,,Ogol,ɔ̀gɔ̀lɛ̂:,14.466,-3.302,0.03,0.285,28.0,18.0,28.030,18.285,14,03,14 28.030,03 18.285,,,,,,,14 28.030,03 18.285,Dogon project,Bandiagara,,,,,"section of Sangha, divided into ɔ̀gɔ̀l-dâ: and ɔ̀gɔ̀l-dóɲù (slightly separated)",,,,,,
,Dogon,,Toro So,,dts,Yorno So,,MLI,Yendouma,,,,,,Yenndouma,yɔ̀rⁿɔ̂:,,,,,,,,,,,,,,,,,,,,,map,Bandiagara,,,,,cluster of villages (a main village and satellites) on lower slopes and at plains at base of mountain ridge; surname Teme,,,,,,
,Dogon,,Toro So,,dts,Yorno So,,MLI,Yendouma-Baraw,,,,,,,bàrⁿâwⁿ,,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown),,,,,village joined to Yendouma-Dama (same coordinates),,,,,,
,Dogon,,Toro So,,dts,Yorno So,,MLI,Yendouma-Barkala,,,,,,,,14.557,-3.224,0.77,0.775,33.0,13.0,33.770,13.775,14,03,14 33.770,03 13.775,,,,,,,14 33.770,03 13.775,Dogon project,Bandiagara (not shown),,,,,"village on top of small hill, settled by people from Yendouma-Dama",,,,,,
,Dogon,,Toro So,,dts,Yorno So,,MLI,Yendouma-Dama,,,,,,,dàmá,14.557,-3.234,0.762,0.118,33.0,14.0,33.762,14.118,14,03,14 33.762,03 14.118,,,,,,,14 33.762,03 14.118,Dogon project,Bandiagara (not shown),,,,,"village abutting Yendouma-Baraw, part of larger Yendouma village complex; surname Teme; farming and herding; gardens",,,,,,
,Dogon,,Toro So,,dts,Yorno So,,MLI,Yendouma-Sogol,,,,,,,yɔ̀rⁿɔ̂:,14.553,-3.238,0.332,0.474,33.0,14.0,33.332,14.474,14,03,14 33.332,03 14.474,,,,,14 34,03 14,14 33.332,03 14.474,Dogon project,Bambara Maoudé,,,"every fifth day, regional",,"main village of Yendouma complex, on lower slope and at base of mountain ridge; surname Teme; about 10% Catholic, 40% Protestand, and 50%  nominally Muslim; deep pools (crocodiles); farming and herding; gardens",,,,,,
,Dogon,,Toro So,,dts,Yougo So,,MLI,Yougo-Dogorou,,,,,,Yougadogorou,,14.521,-3.205,0.5,0.5,31.0,12.0,31.5,12.5,14,03,14 31.5,03 12.5,,,,,14 31.5,03 12.5,,,map,Bandiagara,,,,,village on Yougo mountain; surname Doumbo,,,,,,
,Dogon,,Toro So,,dts,Yougo So,,MLI,Yougo-Na,,,,,,Yougona,yùgɔ̀-ná:,14.521,-3.216,0.5,,31.0,13.0,31.5,13,14,03,14 31.5,03 13,,,,,14 31.5,03 13,,,map,Bandiagara,,,,,village on slope of Yougo mountain; surname Doumbo,,,,,,
,Dogon,,Toro So,,dts,Yougo So,,MLI,Yougo-Piri,,,,,,Yougopiri,,14.533,-3.216,,,32.0,13.0,32,13,14,03,14 32,03 13,,,,,14 32,03 13,,,map,Bandiagara,,,,,village on Yougo mountain; surname Doumbo,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Amani,,,,,,Amani,amani,14.405,-3.325,0.509,0.869,24.0,19.0,24.509,19.869,14,03,14 24.509,03 19.869,,,,,,,14 24.509,03 19.869,Dogon project,Bandiagara,,,,,"village in 4 sections, lower slopes; surname Poudiougo (cf. Ourou); pond with crocodiles; source of Bai-Djengere village",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Arou,,,,,,Arou,âr,14.488,-3.255,0.5,0.5,29.0,15.0,29.5,15.5,14,03,14 29.5,03 15.5,,,,,14 29.5,03 15.5,,,map,Bandiagara,,,,,village on summit of mountain; surname Den [dɛ̂:],,,,,,
,Dogon,,Toro So,,dts,,,MLI,Banani,,,,,,Banani,,14.458,-3.286,0.827,0.309,27.0,17.0,27.827,17.309,14,03,14 27.827,03 17.309,,,,,14 28,03 18,14 27.827,03 17.309,Dogon project,Bandiagara,,,,,village at base and on lower slopes of mountain ridge; steep road leading up to Sangha,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Daga (near Tirelli),,,,,,Daga,,14.388,-3.338,0.5,0.5,23.0,20.0,23.5,20.5,14,03,14 23.5,03 20.5,,,,,14 23.5,03 20.5,,,map,Bandiagara,,,,,village on high plateau above cliffs; surname Saye (originally from Pegue) and some Dolo,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Gotanga,,,,,,,gotaŋa [check],14.341,-3.386,0.822,0.287,20.0,23.0,20.822,23.287,14,03,14 20.822,03 23.287,,,,,,,14 20.822,03 23.287,Dogon project,Bandiagara (not shown),,,,,village on lower slope of cliffs; surname Guindo; gardens,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou,,,,,,Koundou,kûn,14.5,-3.25,,,30.0,15.0,30,15,14,03,14 30,03 15,,,,,14 30,03 15,,,map,Bandiagara,,,,,cluster of villages mostly on upper slope of mountain ridge; surname Dara,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Ando,,,,,,,ándò,14.505,-3.242,0.528,0.914,30.0,14.0,30.528,14.914,14,03,14 30.528,03 14.914,,,,,,,14 30.528,03 14.914,Dogon project,Bandiagara (not shown separately),,,,,"village on upper slope of mountain, next to Koundou-Bogo; surname Dara; a few Tellem dwellings above; water spring near base of mountain directly below; farming and herding",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Bogo,,,,,,,bògó,14.506,-3.242,0.606,0.906,30.0,14.0,30.606,14.906,14,03,14 30.606,03 14.906,,,,,,,14 30.606,03 14.906,Dogon project,Bandiagara (not shown separately),,,,,"cluster of a few houses (three families) on upper slope of mountain, between Koundou-Ando and Koundou-Dogomo; surname Dara",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Da,,,,,,,,14.504,-3.239,0.438,0.585,30.0,14.0,30.438,14.585,14,03,14 30.438,03 14.585,,,,,,,14 30.438,03 14.585,Dogon project,Bandiagara (not shown separately),,,,,"village in two parts, new village on plains at base of mountain abutting Koundou-Gina, old village on summit; surname Dara",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Dogomo,,,,,,,dɔ̀gɔ̀mɔ́,14.506,-3.241,0.682,0.854,30.0,14.0,30.682,14.854,14,03,14 30.682,03 14.854,,,,,,,14 30.682,03 14.854,Dogon project,Bandiagara (not shown separately),,,,,"village on upper slope of mountain, next to Koundou-Bogo; surname Dara; farming and herding; large basket-making industry (using Andropogon stems); cart caravans to Yendouma and Madougou markets",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Gina,,,,,,,gìná,14.491,-3.241,0.818,0.77,29.0,14.0,29.818,14.770,14,03,14 29.818,03 14.770,,,,,,,14 29.818,03 14.770,Dogon project,Bandiagara (not shown separately),,,,,"village on plains at base of mountain, with campement and school; abuts new section of Koundou-Da; surname Dara; farming and herding; blacksmiths",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Goumbo,,,,,,,gúmò,,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown separately),,,,,village on upper slope of mountain; Tellem dwellings said to be nearby; surname Dara,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Koundou-Kikinou,,,,,,,kùkìnú,,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown separately),,,,,village on summit of mountain; surname Dara,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Nema (Toro So),,,,,,,né:mà,14.286,-3.241,0.346,0.859,17.0,14.0,17.346,14.859,14,03,14 17.346,03 14.859,,,,,,,14 17.346,03 14.859,Dogon project,Bandiagara (not shown),,,,,village on stable dune top in plains; surname Poudiougo; Protestant church; farming and herding,,,,,,
