Multilingual,lg family,Language (group),alternate lg (group),Language (based on native name),OfficialVillageName,Transcribed Village Name,N Lat,W Lon,lg comment,industries,weekly market,surnames,social info
,Dogon,Tomo Kan,,Tomo Kan,Ouinbè-Kun,wέmbέ-kúⁿ [VD],13.807,-3.722,,,,"Sangala, Somboro",village on plains (paired)
,Dogon,Tomo Kan,,Tomo Kan,Oundou,nû:ⁿ,14.050,-3.855,,,,"Minta, Arama",village on plateau; people from here settled Guidioweli (Goundaka)
,Dogon,Tomo Kan,,Tomo Kan,Ousmanadaga,ùsùmànà-dàgâ:,13.783,-4.238,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Owo (Wo),wɔ̂:,,,,,,,cluster of well-separated villages on the villages; end of paved highway Sevare-Bandiagara-Wo
,Dogon,Tomo Kan,,Tomo Kan,Owo (Wo) (administrative center),wɔ̀:-hú:bɛ́:rɛ́,14.087,-3.786,,,,Djibo,"administrative center (otherwise sparsely populated) for the Wo cluster of villages (Wo-Sare, Wo-Djina, Owo-Ouro)"
,Dogon,Tomo Kan,,Tomo Kan,Owo-Djina (Wo-Djina),wɔ̀:-jínà:,14.088,-3.800,,,,Djibo,village on plateau near small hill
,Dogon,Tomo Kan,,Tomo Kan,Owo-Sare (Wo-Sare),wɔ̀:-ségì,14.100,-3.776,,,,Djibo,village on small hill on plateau; largest village in Owo (Wo) cluster
,Dogon,Tomo Kan,,Tomo Kan,Parou,"pàrû: [JH], pà:rù [VD]",14.186,-3.742,,,,"Guindo, Arama",village on plateau on highway Bandiagara-Bankass
,Dogon,Tomo Kan,,Tomo Kan,Perou,"pérò: [JH], pèrù [VD]",14.106,-4.073,,,,"Touléma, Dembélé, Arama",village on plateau (relocated from nearby abandoned site)
,Dogon,Tomo Kan,,Tomo Kan,Perou (abandoned),"pérò: [JH], pèrù [VD]",14.107,-4.070,,,,,abandoned former site of village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Sama,"sàmâ: [JH], sàmà [VD]",13.771,-3.769,,,,Arama,village on plains near cliffs
,Dogon,Tomo Kan,,Tomo Kan,Samabougou,sùmà-bùgû:,13.833,-4.138,,,,,
,Dogon,Tomo Kan,,Tomo Kan,Sangala,sáŋgálá [VD],13.672,-3.658,,,,"Garango, Sokanda, Boulé, Somboro ",village on plains; Sangala is also a family (clan) name
,Dogon,Tomo Kan,,Tomo Kan,Sansogou-Pissa,sàⁿ-sɔ́gú-pìjá [VD],13.721,-3.453,also some Togo Kan,,,Togo,village on plains near Pissa; settled from Kani-Bonzon
,Dogon,Tomo Kan,,Tomo Kan,Segue,"sɛ̀gɛ̂: [JH], sὲɁέ [VD]",13.839,-3.751,,,"Sunday, regional","Somboro, Sanggala, Dioundo, Tolofoudié, Sokanda, Tioubé","main village on top of cliff overlooking sandy plains; Catholic mission, population mostly Catholic with some Muslims"
,Dogon,Tomo Kan,,Tomo Kan,Segue (plaine),sὲɁέ-bɔ̀mbɔ́ [VD],13.837,-3.737,,,,"Somboro, Tolofoudié",extension on plains below main Segue village on cliffs
,Dogon,Tomo Kan,,Tomo Kan,Sibougou,sì-bùgû:,13.750,-4.221,,,,,village
,Dogon,Tomo Kan,,Tomo Kan,Simi,sìmî:,14.121,-3.733,,,,Arama,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Sini-Kanda,"sìnì-kà:ná [JH], Sìnì-kándá [VD]",13.991,-4.056,,,,"Iguila, Diongo",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Sinsogou,sìⁿ-sɔ̀gù,,,,,,Gana,village on plains (near Lessougou)
,Dogon,Tomo Kan,,Tomo Kan,Sirakoro,sìrá-kɔ̀rɔ̀ [VD],13.626,-3.770,,,,"Arama, Sangaré",village or plains (cf. also Sitakoro)
,Dogon,Tomo Kan,,Tomo Kan,Siratintin,sìrá-tìⁿ-tìⁿ [VD],13.724,-3.476,"also some ""Bendeng"" (Bambara-like variety), cf. Minima",,,Togo,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Sitakoro,sìrà-kɔ̀rɔ̂:,14.321,-4.083,,,,Dibo,village (cf. also Sirakoro)
,Dogon,Tomo Kan,,Tomo Kan,"Sogossi, Sogossin","sɔ̀gɔ̀sî:ⁿ [JH], sɔ̀gù-sìⁿ [VD]",13.801,-3.516,,,,"Gana, Somboro",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Soh (1),sô:,14.016,-3.833,,,,"Djibo, Sokanda",village
,Dogon,Tomo Kan,,Tomo Kan,Soh (2),sɔ́ [VD],13.670,-3.806,,,,"Fongoro, Yossi",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Sokani,sɔ̀-kànnì [VD],14.122,-4.087,,,,Dibo,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Sonfounou,sòⁿfùnû:,13.823,-3.751,,,,Sokanda,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,"Sonngobia, Songobia","sɔ̀ŋgɔ̀-bìyâ: [JH], sɔ̀ŋgɔ̀-byà [VD]",14.141,-3.772,,,,Guindo,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Soui,swêy,13.783,-4.200,,,,"Kanawa, Sokanda, Toulema, Doukoure",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Taama (1) (near Wogo),tàɁà-mà [VD],13.633,-3.788,,,,Arama,village on plains (see also Taama 2
,Dogon,Tomo Kan,,Tomo Kan,Taama (2),tàɁà-mà [VD],13.806,-3.550,,,,"Arama, Guindo",village on plains (see also Taama 1)
,Dogon,Tomo Kan,,Tomo Kan,Tangoulin,tàɁà-léⁿ [VD],13.825,-3.757,,,,"Sangala, Tolofoudié",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Tasserema,tàsèrèmâ:,13.916,-3.650,,,,Arama,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Teredougou,tèrè-dùgû:,13.821,-4.168,,,,Togo [MD],village on plateau in two parts
,Dogon,Tomo Kan,,Tomo Kan,Teredougou (Barassara),,13.820,-4.171,,,,Tog,"village on plateau, part of Teredougou complex"
,Dogon,Tomo Kan,,Tomo Kan,Tiamadjina,càmá-jìnâ:,13.985,-3.836,,,,Djibo,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Tiamadjina (old site),càmá-jìnâ:,13.974,-3.837,,,,,abandoned ruins of original site of village (togu-na stones)
,Dogon,Tomo Kan,,Tomo Kan,Tiara,cárá [VD],14.141,-4.087,,,,Djibo,village on plateau on highway near Sofara
,Dogon,Tomo Kan,,Tomo Kan,Tiedje-Kanda,cèjè-kándá [VD],14.017,-3.692,,,,Sodjo,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Tiele-Issa (Tommi-Koro),cèlè-ìsá [VD],14.176,-4.103,,,,"Arama, Tolofoudié, Yalcoué, Banou, Kassogué, Tessougué",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,"Tilabo, Tielabo","cìgàlàbô: [JH], cìɁìlà-bó [VD]",13.818,-3.821,,,,Sokanda,village
,Dogon,Tomo Kan,,Tomo Kan,Tilapanga,cìlà-pàɁⁿá [VD],13.887,-3.824,also some Fulbe,,,Sogo,village
,Dogon,Tomo Kan,,Tomo Kan,Timissa,"sìmìtâ: [JH], símítá [VD]",13.820,-4.204,,,,"Garango [garaŋgo], Samakan, Arama, Touléma",village
,Dogon,Tomo Kan,,Tomo Kan,Timissagou,tìmì-sàgú [VD],13.906,-4.087,,,,"Arama, Samakan, Touléma, Garango",village
,Dogon,Tomo Kan,,Tomo Kan,Tinemassagou,nɛ̀mɛ̀-dùgû:,13.916,-4.083,some Fulbe (Boli name) in their own section (said to have predated the Dogon),,,"Sanafo, Koulibaly, and Kalagodio (Dogon); Boli (Fulbe)",village
,Dogon,Tomo Kan,,Tomo Kan,Tiokani,sɔ̀kà:nî:,14.121,-4.100,,,,Dibo,village
,Dogon,Tomo Kan,,Tomo Kan,Tissogou,cì-sɔ́gú [VD],13.654,-3.818,,,"every fifth day, local","Arama, Sokanda",village
,Dogon,Tomo Kan,,Tomo Kan,Tji,"ci᷈: [JH], cì [VD]",13.938,-3.758,,,,Damango,village
,Dogon,Tomo Kan,,Tomo Kan,Tori,"tôw [JH], tò [VD]",13.609,-3.706,,,,"Arama, Tessougué, Yossi, Kindé (Kende)",village
,Dogon,Tomo Kan,,Tomo Kan,Toumouni,túmû:,14.071,-3.733,,,,Arama,village
,Dogon,Tomo Kan,,Tomo Kan,Toussogou,tù-sɔ́gú [VD],13.836,-3.669,,,,"Tolofoudié, Somboro",village
,Dogon,Tomo Kan,,Tomo Kan,Tyilapanga (Dogon),"cìlà-pàŋâ:, cìlà-pàŋá dɔ̀gɔ̀mbô:",13.883,-3.833,,,,Sogo,village
,Dogon,Tomo Kan,,Tomo Kan,Tyissogou,cì-sɔ̀gû:,13.655,-3.821,,,,,
,Dogon,Tomo Kan,,Tomo Kan,Wandiana,wàⁿ-jàná [VD],13.703,-3.654,,,,"Togo, Guindo",village
,Dogon,Tomo Kan,,Tomo Kan,Wassou,wɛ̀sî:,14.066,-4.005,,,,Sinadou,village
,Dogon,Tomo Kan,,Tomo Kan,Windinkoro,wèⁿdèⁿ-kɔ́rɔ́ [VD],13.600,-3.704,,,,"Arama, Yossi",village
,Dogon,Tomo Kan,,Tomo Kan,Wini,wùnî:,13.971,-3.816,,,,,
,Dogon,Tomo Kan,,Tomo Kan,Wogo,"wɔ̀gɔ̂: [JH], wɔ̀gɔ́ [VD]",13.638,-3.821,mixed Tomo-Kan and Marka,,,,
,Dogon,Tomo Kan,,Tomo Kan,Yalema,yàlɛ́:mâ:,13.716,-3.705,,,,,
,Dogon,Tomo Kan,,Tomo Kan,Yarou-Bombo (lower Yarou),"yà:rù-bɔ̀mbɔ̂: [JH], yà:rù-bɔ́mbɔ́ [VD]",14.000,-4.090,,,,Samakan,"village on lower plains, very close to Yarou-Plateau (Tomo-Kan speaking)"
,Dogon,Tomo Kan,,Tomo Kan,Yarou-Plateau (Bandiagara),"yà:rú-mɔ̀:-jùŋgwɛ̀rɛ̂: [JH], yà:rù [VD]",13.807,-4.088,,,,"Samakan, Tessougue",village on low elevation above plains (see also a Mossi village of same name)
,Dogon,Tomo Kan,,Tomo Kan,"Yeguere, Leguere","yɛ̀gɛ̀rɛ̂: [JH], yὲɁὲrὲ [VD]",13.856,-3.791,,,,Doho,village
,Dogon,Tomo Kan,,Tomo Kan,Yele,"yèlê: [JH], yélé [VD]",13.737,-3.786,,,,"Sogho, Boulé, Tongoro, Togo, Dio, Yebolo",village
,Dogon,Tomo Kan,,Tomo Kan,Yolo,"yòlô: [JH], yòlò [VD]",13.902,-3.741,,,,Togo,"village (see also Yolosaha, cf. Yologon)"
,Dogon,Tomo Kan,,Tomo Kan,Yologon,yòlògóⁿ [VD],13.784,-3.886,,,,"Adjango, Bombo","village, see also Yologon-Kogo"
,Dogon,Tomo Kan,,Tomo Kan,Yologon-Kogo,yòlògóⁿ-kɔ̀Ɂɔ́ [VD],13.787,-3.905,,,,Tiessougué,"village, see also Yologon"
,Dogon,Tomo Kan,,Tomo Kan,Yolosaha,yòlò-sàɁà [VD],13.905,-3.755,,,,Togo,"village on plateau, part of Yolo cluster"
,Dogon,Toro So,,Aounu Ti (àwrⁿù-tǐ:ⁿ),Anamoeila,àná-mòylà,,,,,,,"pair of Toro So speaking villages, see Anamouila-Pe and Anamouila-Kana [distinct from Anamouila-Kana and Anamouila-Pe (Togo Kan)]"
,Dogon,Toro So,,Aounu Ti (àwrⁿù-tǐ:ⁿ),Anamoeila-Kana (Toro So),"ànà-mòylà kàná (""... new"")",14.301,-3.201,,,,Tagadiou,village on stable dune top in plains; farming and herding
,Dogon,Toro So,,Aounu Ti (àwrⁿù-tǐ:ⁿ),Anamoeila-Pe (Toro So),"ànà-mòylà pɛ̌:ⁿ (""... old"")",14.307,-3.190,,,"Tuesday, local","Poudiougo (majority), Douyon, Tagadiou, Saye",village on stable dune top in plains; Catholic church;  farming and herding
,Dogon,Toro So,,Aounu Ti (àwrⁿù-tǐ:ⁿ),Diam-Ana,jâm ànà,14.316,-3.219,,,,Poudiougo,village on stable dune top in plains; farming and herding
,Dogon,Toro So,,Aounu Ti (àwrⁿù-tǐ:ⁿ),Tanoa,tánúwⁿá,14.317,-3.234,,,,Poudiougo,village among dunes in plain; Catholic church; farming and herding
,Dogon,Toro So,,Ibi So,Ibi,ìbí,14.473,-3.255,,,"every fifth day, local",Kodio,"village in large section at base of mountain ridge (school, campements); and in several smaller sections on lower slope of mountain above; farming and herding; extensive gardens; people from Ibi were also early settlers in Madougou and still have a neighborhood there; old maps show older village on mountain"
,Dogon,Toro So,,Idieli Kan [ìjèrù-kâⁿ],Sakoun,sákùⁿ,14.209,-3.338,,,,Wodiou [wɔ̀jú],"village in plains, originally settled from Idieli near Nombori on the cliffs; farming and herding"
,Dogon,Tengou Kan,,Idiel Kan,Idieli,ijêl,,,,,,,cluster of clifftop and cliffside villages near Nombori
,Dogon,Toro So,,Ireli So,Ireli,írèl,,,,,,,
,Dogon,Toro So,,Ireli So,Ireli Dama,ìrèl dámà,14.424,-3.307,,,,Douyon,"village halfway up slope, with extension at base; Tellem constructions"
,Dogon,Toro So,,Ireli So,Ireli Toro,ìrèl tó:ró,,,Jamsay enclave,,,,
,Dogon,Toro So,,Ireli So,Ireli Ganiye,ìrèl gà:níyɛ̀,,,,,,,
,Dogon,Toro So,,Ireli So,Ireli Yene,ìrèl yɛ́nɛ̀,,,,,,,
,Dogon,Toro So,,Ireli So,Irel Nataye,ìrèl nǎ:tày,,,,,,,
,Dogon,Toro So,,Ireli So,Irel Na,ìrèl nâ:,,,,,,,
,Dogon,Toro So,,Ireli So,Ireli Kanaw,ireli kanaw,14.434,-3.304,,,,Douyon,village on lower slope
,Dogon,Toro So,,Komokan So,Komokani Na,kɔ̀mɔ̀kà:ⁿ ná:,14.356,-3.370,,,,Douyon,village on lower slope and base of cliffs; Tellem structures in niche in cliffs
,Dogon,Toro So,,Komokan So,Komokani Na,kɔ̀mɔ̀kà:ⁿ nù:rⁿí,14.351,-3.374,,,,Douyon,village on lower slope and base of cliff; gardens
,Dogon,Toro So,,,Kerou-Gamana-Ma,kèrú-gàmárⁿà-má,14.269,-3.318,,,,Guindo,"Toro So speaking village in Tomo Kan speaking zone, split off from Kourou-Sogourou; Protestant church; farming and herding"
,Dogon,Toro So,,,Kourou-Sogourou,kùrú-sɔ́gùrù,14.256,-3.305,,,,Guindo,"Toro So speaking village in Tomo Kan speaking zone, settled from Nombori; Protestant church; farming and herding"
,Dogon,Toro So,,Pege So,Pegue Naa,pɛ̀gɛ̀ ná:,14.437,-3.292,,,,Saye,village on lower slope
,Dogon,Toro So,,Pege So,Pegue Torou,pɛ̀gɛ̀ tórú,14.441,-3.291,,,,Saye,"village on shelf halfway up cliff, some houses at base;  Tellem constructions on cliff"
,Dogon,Toro So,,Sangha So,Bolomo,bɔ̀lmɔ́,14.550,-3.305,"various languages (Sangha So mostly from Lower Sangha, Tommo So, some Jamsay from Arou)",,,"Guindo, Dolo, Sangala","village on plateau,  part of secteur of Ouroli, settled from Sangha but with later admixtures"
,Dogon,Toro So,,Sangha So,Sangha,sàŋá,,,,,"every fifth day, regional, located between Barou-na, Inguélé, and Ogol",Dolo (majority),"cluster of at least ten villages (or sections) on summit of mountain and adjacent high plateau; large ponds nearby; road to Bandiagara to the east, steep road going down to the plains to the west at Binani; considered the center of traditional Dogon culture, many hotels and artifact shops (dolls, wooden masks, miniature wooden doors); farming and herding; extensive gardening (onions); settled from Kani-Bonzon"
,Dogon,Toro So,,Sangha So,Barou,bâr,,,,,,Dolo (majority),"part of Sangha, includes Barou-Na and Barou-Kou"
,Dogon,Toro So,,Sangha So,Barou-Na,bàr-nâ:,14.458,-3.306,,,,"Dolo (majority), Balam, Kassogué","village on slope on rocky part of plateau, part of Sangha; settled from Kani-Bonzon, later from Kendié (Balam) and Mendely (Kassogué)"
,Dogon,Toro So,,Sangha So,Barou-Kou,bàr-kû:,14.455,-3.303,,,,Dolo,"village on fairly flat section of rocky plateau near Barou-Na, part of Sangha; settled from Kani-Bonzon"
,Dogon,Toro So,,Sangha So,Sangha-Bini,sàŋà-bìrⁿú ,14.456,-3.300,,,,Dolo,village on slightly elevated flat section on rocky plateau; settled from Kani-Bonzon
,Dogon,Toro So,,Sangha So,Sangha-Bongo,bòŋɔ́,14.468,-3.288,,,,Dolo,village on irregular part of rocky plateau on high part of the road from Sangha down to Banani; school (first and second cycles); settled from Kani-Bonzon
,Dogon,Toro So,,Sangha So,Sangha-Bougoufé,bùgùfɛ́,14.458,-3.304,,,,multiple,"from Bambara surname Bougoufé (there is also a Bougoufé section in Mopti); administrative quarter for Sangha (prefecture, town hall, health center, residences of teachers and administrators), grew up around the colonial school (founded 1909 now a kindergarden)"
,Dogon,Toro So,,Sangha So,Sangha-Diamini-Goura,jàwⁿrⁿù-gúrà,14.472,-3.287,,,,"Dolo, Balam","village on high area in rocky plateau; attend school at Bongo; settled from Kani-Bonzon, Balam resettled from Barou-Na"
,,Toro So,,Sangha So,Sangha-Diamini-Na,jàwⁿrⁿù-nâ:,14.474,-3.289,,,,Dolo,"village on high flat area in rocky plateau; Dolo surname includes Dogon and blacksmiths; attend school at Bongo; settled from Kani-Bonzon, blacksmiths resettled from Diamini-Goura"
,Dogon,Toro So,,Sangha So,Sangha-Diamini,jàwⁿrⁿû:,,,,,,,two villages (Diamini-Na and Diamini-Goura) on elevations separated from each other by a valley in northern part of Sangha cluster
,Dogon,Toro So,,Sangha So,Sangha-Diamoulou,jàmúlù,,,,,,Dolo,"section of Sangha, next to Sangha-Bongo"
,Dogon,Toro So,,Sangha So,Sangha-Dini,dìrⁿú,14.467,-3.292,,,,Dolo,village on slope on rocky part of plateau; attend school at Ogol or at Bongo; settled from Kani-Bonzon
,Dogon,Toro So,,Sangha So,Sangha-Inguélé,ɛ́ŋɛ̀lɛ̀,,,,,,,section in western edge of Sangha where road to Bandiagara begins
,Dogon,Toro So,,Sangha So,Sangha-Inguélé (Upper),ɛ̀ŋɛ̀-dâ:,14.468,-3.307,,,,Dolo,village on an elevation on rocky part of plateau; settled from Kani-Bonzon
,Dogon,Toro So,,Sangha So,Sangha-Inguélé (Lower),ɛ̀ŋɛ̀-dɔ̂ɲ,14.467,-3.306,,leatherworkers,,"Dolo (majority), Napo, Guindo","village in a small depression on rocky part of plateau; schools and lycée are nearby but outside of the village; settled from Kani-Bonzon (Dolo), Napo leatherworkers (from Pedeni) living near market; Guindo leatherworkers (from Youga-Na)"
,Dogon,Toro So,,Sangha So,Sangha-Gogoli,gógòl,14.459,-3.289,,,,Dolo,"village on flat part of rocky plateau overlooking Banani, part of Sangha; attend school at Bongo"
,Dogon,Toro So,,Sangha So,Sangha-Mission,mìsɔ̂wⁿ ,14.457,-3.302,,,,"Dolo, Kodio (including blacksmiths), Douyon (from Ireli), Poudiougo (from Amani), Guindo (from Nombori), Kassogué (from Mendely)","section built up around an American Protestant mission founded in 1930's, near administrative quarter (Bougoufé); settled from the rest of Sangha, plus some from Ibi (surname Kodio. including blacksmiths), Ireli (Douyon), Amani (Poudiougo) Nombori (Guindo), Mendely (Kassogué)"
,Dogon,Toro So,,Sangha So,Sangha-Ogol,ɔ̀gɔ̀lɛ̂:,,,,,,,"section of Sangha, divided into Ogol du Haut and Ogol-Le (Lower) which are slightly separated"
,Dogon,Toro So,,Sangha So,Sangha-Ogol (Upper),ɔ̀gɔ̀-dâ:,14.459,-3.304,,,,Dolo,village on small hill in rocky plateau; traditional religion is strong; settled from Kani-Bonzon
,Dogon,Toro So,,Sangha So,Sangha-Ogol-Le,ɔ̀gɔ̀-dôɲ ,14.466,-3.303,,,,"Dolo, Kodio (blacksmith)",village on elevation in rocky plateau; settled from Kani-Bonzon; Kodio blacksmiths from Ibi
,Dogon,Toro So,,Sangha So,Sangui,sàŋí,14.474,-3.307,,,,Dolo,village in small depression in rocky plateau; settled from Kani-Bonzon
,Dogon,Toro So,,Yorno So,Yendouma,yɔ̀rⁿɔ̂:,,,,,,Teme,cluster of villages (a main village and satellites) on lower slopes and at plains at base of mountain ridge
,Dogon,Toro So,,Yorno So,Yendouma-Baraw,bàrⁿâwⁿ,,,,,,,village joined to Yendouma-Dama (same coordinates)
,Dogon,Toro So,,Yorno So,Yendouma-Barkala,,14.557,-3.224,,,,,"village on top of small hill, settled by people from Yendouma-Dama"
,Dogon,Toro So,,Yorno So,Yendouma-Dama,dàmá,14.557,-3.234,,,,Teme,"village abutting Yendouma-Baraw, part of larger Yendouma village complex; farming and herding; gardens"
,Dogon,Toro So,,Yorno So,Yendouma-Sogol,yɔ̀rⁿɔ̂:,14.553,-3.238,,,"every fifth day, regional",Teme,"main village of Yendouma complex, on lower slope and at base of mountain ridge; about 10% Catholic, 40% Protestand, and 50%  nominally Muslim; deep pools (crocodiles); farming and herding; gardens"
,Dogon,Toro So,,Yougo So,Yougo-Dogorou,,14.521,-3.205,,,,Doumbo,village on Yougo mountain
,Dogon,Toro So,,Yougo So,Yougo-Na,yùgɔ̀-ná:,14.521,-3.216,,,,Doumbo,village on slope of Yougo mountain
,Dogon,Toro So,,Yougo So,Yougo-Piri,,14.533,-3.216,,,,Doumbo,village on Yougo mountain
,Dogon,Toro So,,Amani-So,Amani,áwⁿrⁿù,14.405,-3.325,,,,Poudiougo,"village in 4 sections, lower slopes; pond with crocodiles; source of Bai-Djengere village"
,Dogon,Toro So,,,Arou,âr,14.488,-3.255,,,,Den [dɛ̂:ⁿ],"ancient village on summit of mountain, now mostly depopulated, source of settlers in many Dogon villages"
,Dogon,Toro So,,Banan-So,Banani,bánàn,,,,,,,village cluster on lower slopes and base of escarpment with steep road leading up to Sangha; settled from Kani-Bonzon (after Sangha)
,Dogon,Toro So,,Banan-So,Banani-Amou,ǎm,14.470,-3.286,,,,Guirou,"village on slope, oldest village in Banani cluster but now largely abandoned (one house inhabited in 2017), most people have relocated to Banani-Poudio; Tellem constructions just above village; settled from Kani-Bonzon"
,Dogon,Toro So,,Banan-So,Banani-Kokoro,kókóró,14.459,-3.288,,,,Guirou,village on slope of escarpment; settled from Kani-Bonzon
,Dogon,Toro So,,Banan-So,Banani-Sidi,sídì,14.458,-3.288,,,,Guirou,village on slope of escarpment; settled from Kani-Bonzon
,Dogon,Toro So,,Banan-So,Banani-Na,bànàn-nâ:,14.456,-3.288,,,,Guirou,village on slope of escarpment; settled from Kani-Bonzon
,Dogon,Toro So,,Banan-So,Banani-Na (Lower),bànàn-nà: dôɲ,14.456,-3.287,,,,Guirou,"village at base of escarpment, resettled from Banani-Na higher up on slope"
,Dogon,Toro So,,Banan-So,Banani-Pudio,pújôwⁿ,14.458,-3.286,,,,Guirou,"village at base of cliffs where steep road down from Sangha reaches the plains, now the most developed part of Banani; campement, school; active during market day in Sangha"
,Dogon,Toro So,,Ter-So,Daga (near Tirelli),,14.388,-3.338,,,,"Saye (majority), some Dolo",village on high plateau above cliffs; Saye originally from Pegue
,Dogon,Toro So,,,Idiéli-Gotanga,gotaŋa [check],14.341,-3.386,,,,Guindo,village on lower slope of cliffs; part of Idiéli; AR958gardens
,Dogon,Toro So,,Koun-So,Koundou,kûn,14.500,-3.250,,,,Dara,cluster of villages mostly on upper slope of mountain ridge
,Dogon,Toro So,,Koun-So,Koundou-Ando,ándò,14.505,-3.242,,,,Dara,"village on upper slope of mountain, next to Koundou-Bogo; a few Tellem dwellings above; water spring near base of mountain directly below; farming and herding"
,Dogon,Toro So,,Koun-So,Koundou-Bogo,bògó,14.506,-3.242,,,,Dara,"cluster of a few houses (three families) on upper slope of mountain, between Koundou-Ando and Koundou-Dogomo"
,Dogon,Toro So,,Koun-So,Koundou-Da,,14.504,-3.239,,,,Dara,"village in two parts, new village on plains at base of mountain abutting Koundou-Gina, old village on summit"
,Dogon,Toro So,,Koun-So,Koundou-Dogomo,dɔ̀gɔ̀mɔ́,14.506,-3.241,,,,Dara,"village on upper slope of mountain, next to Koundou-Bogo; farming and herding; large basket-making industry (using Andropogon stems); cart caravans to Yendouma and Madougou markets"
,Dogon,Toro So,,Koun-So,Koundou-Gina,gìná,14.491,-3.241,,,,Dara,"village on plains at base of mountain, with campement and school; abuts new section of Koundou-Da; farming and herding; blacksmiths"
,Dogon,Toro So,,Koun-So,Koundou-Goumbo,gúmò,,,,,,Dara,village on upper slope of mountain; Tellem dwellings said to be nearby
,Dogon,Toro So,,Koun-So,Koundou-Kikinou,kùkìnú,,,,,,Dara,village on summit of mountain
,Dogon,Toro So,,,Nema (Toro So),né:mà,14.286,-3.241,,,,Poudiougo,village on stable dune top in plains; Protestant church; farming and herding
,Dogon,Toro So,,Ninu-So,Neni,ní:rⁿù,14.459,-3.272,,,,Kodio,village in several sections on lower slope of mountain; campement and a few other houses at base
,Dogon,Toro So,,,Ourou,ú:rù,14.374,-3.357,,,,Poudiougo,village on rocky lower slope of cliff
,Dogon,Toro So,,,Pigue,pígé,13.851,-3.121,"majority Toro So (Douyon surname), plus some Togo Kan, Tengou Kan, Guimiri Kan, Woru Kan, Gourou",some Segem,,"Douyon (majority), Djimde, Sagara, Togo, Guindo, Poudiogo, Kadiaga (sɛgɛm)",village in plains; small gravelly area nearby
,Dogon,Toro So,,,Sono-Poro-Sere,sò:nò-pɔ̀rⁿɔ́-sɛ̀:rɛ̀,14.272,-3.252,,,,Saye,"village in transition between dunes and regular sandy plain, originally settled from Tirelli on the cliffs; farming and herding"
,Dogon,Toro So,,Ter-So,Tirelli,térù,14.376,-3.339,,,,"Saye (omajority), some Dolo","village in rocky lower slopes, in six sections; home of an active troupe of Tenge-Tanga masked stilt dancers"
,Dogon,Toro So,,,Tuégou,tɛ́:gì (at Yendouma),14.533,-3.266,,,,Sangara [saŋgara],"village associtef with Yendouma, but well-separated, on hill"
,Dogon,Toro So,,,Yaye,yáyè,14.421,-3.318,,,,Tagadiou [tagaju],village among boulders at base of cliff
,Dogon,Toro So,,,Yene,yɛ́nɛ̀,14.350,-3.376,,,,Togo,village on lower slope and base of cliffs; gardens
,Dogon,Toro Tegu,,Toro Tegu,Daga,"dà:gá (TT Dogon), tile (Fulfulde)",15.009,-2.324,mixed Dogon (Toro Tegu) and Fulfulde,,,various (Dogon); Tamboura (Fulbe-Rimaibe),recently settled village in otherwise uninhabited plains east of Sarinyere mountain; populated by various Dogon from Sarinyere mountain villages (various names) and by Fulbe-Rimaibe (Tamboura)
,Dogon,Toro Tegu,,Toro Tegu,Dyamaga,zàmúkà,15.019,-2.117,,,,"Yornoba, Pousey, Yariba",village in three slightly separated quarters at western base of Sarinyere mountain
,Dogon,Toro Tegu,,Toro Tegu,Goylel (Dogon),goylel,15.319,-1.923,,,,"Guindo, Sakouba, Yerba, Zoriba","minority Dogon section of Fulbe-Rimaibe village, on lower slope of low hill ridge near sandy plains; remnant of Dogon expelled by French from Mt Tabi area circa 1920; previously at nearby abandoned villages of Koykoira and Toupere (named after Toupere village at Tabi); farming and herding"
,Dogon,Toro Tegu,,Toro Tegu,Koyo (at Sarinyere),kòyó,15.039,-2.406,,,,Tengo,"village at northern base of Sarinyere mountain, formerly on summit"
,Dogon,Toro Tegu,,Toro Tegu,Koyo Imla,íwrà,15.066,-2.200,,,,,village on summit of mountain next to Boni
,Dogon,Toro Tegu,,Toro Tegu,Loro,lógúró,15.083,-2.166,,,,,village on rocky shelf between two peaks of mountain next to Boni; said to be the oldest Toro Tegu speaking village
,Dogon,Toro Tegu,,Toro Tegu,Nemguene,nɛ́m-gèrⁿé,15.008,-2.408,,,,"Tengou, Souraba",village at eastern base of Sarinyere mountain; formerly on summit
,Dogon,Toro Tegu,,Toro Tegu,Piringa,pìrìŋá,15.104,-2.142,,,,"Pousey, Poroba","village at northern base of mountain at Boni, next to highway; formerly on summit"
